Diameter,HMag,Albedo,Density,Strength,Alpha,Velocity,Angle,Azimuth, Latitude,Longitude,LumEff,Ablation,Altitude,GroundE,BlastRad1,BlastRad2,BlastRad4,BlastRad10,ThermRad2,ThermRad3,ThermRad4,ThermRad6,BlastPop1,BlastPop2,BlastPop4,BlastPop10,ThermPop2,ThermPop3,ThermPop4,ThermPop6,TsuWet,TsuCas,GlobalCas
29.23,25.387,0.1441,1345.81,788900.0,0.138,18242.0,35.15,272.16,-37.9211,145.368,0.0007501,4.45e-08,36590.0,1.26446e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.93,27.3878,0.4059,1932.45,123100.0,0.1973,18780.0,58.55,296.03,-4.7835,-51.7731,0.0162,1.971e-08,44930.0,5.30048e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.88,25.4538,0.1729,1584.68,270100.0,0.1085,31889.0,47.11,53.2,14.6679,-118.795,0.01489,2.942e-08,35630.0,2.70246e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.81,25.6693,0.0473,1981.19,8517000.0,0.1753,30251.0,43.73,299.43,58.4567,-9.7153,0.000602,3.388e-09,26180.0,5.59136e-07,17935.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279.1,20.0125,0.2231,1841.65,7257000.0,0.1815,14275.0,30.49,12.34,-5.10395,-58.6432,0.004331,2.206e-09,10370.0,0.744656,213087.0,87599.5,48974.6,23188.2,44448.9,33652.5,22637.9,18068.5,181831.0,1869.88,7.88928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,29.0313,0.3049,1236.62,861100.0,0.2062,20328.0,53.53,96.48,-2.78624,-154.828,0.01421,3.572e-08,40610.0,9.62899e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.11,25.7799,0.023,2346.77,1988000.0,0.1071,26709.0,77.6,320.22,52.8145,-76.2352,0.0007587,3.855e-08,25850.0,1.25886e-15,32255.7,7472.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.78,24.8568,0.3267,2154.85,564200.0,0.131,22725.0,10.1,50.99,-9.11738,164.911,0.004126,2.478e-09,40440.0,2.39945e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.31,24.0104,0.1332,1605.48,377400.0,0.2166,14329.0,48.5,356.69,-44.1933,68.4319,0.0006576,5.678e-09,23120.0,2.76245e-06,7624.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.39,26.9531,0.3301,1552.94,327600.0,0.2012,13630.0,42.44,146.05,19.6177,78.4166,0.001475,1.012e-09,36730.0,1.61497e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.17,21.9221,0.1197,2251.52,262500.0,0.1986,21699.0,43.68,219.19,34.4172,142.169,0.02486,2.072e-08,18960.0,8.2767e-07,98464.4,79771.7,46255.0,15976.0,80681.6,61067.2,41047.1,32734.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.87,28.9331,0.1983,2297.03,1949000.0,0.1528,23704.0,75.41,254.76,-38.4219,-63.9476,0.02005,2.2e-08,36350.0,4.79698e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.66,26.1679,0.0499,2305.88,414900.0,0.2528,12428.0,56.51,294.33,81.3392,-54.1464,0.003728,4.58e-08,30530.0,2.70444e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.85,22.818,0.343,1629.18,8417000.0,0.1937,26697.0,20.89,54.78,11.3202,161.554,0.001129,6.709e-10,25110.0,1.63344e-05,27584.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,29.674,0.1688,2056.49,8684000.0,0.1394,18457.0,17.41,291.6,22.1896,-166.462,0.004982,5.656e-09,27350.0,5.41014e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.53,29.1868,0.0871,2739.14,2804000.0,0.1058,37989.0,50.43,316.14,-62.5497,78.4481,0.002346,1.237e-08,39700.0,1.23461e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.79,25.2362,0.1831,2381.06,109700.0,0.1725,29399.0,21.6,265.89,20.6622,20.3043,0.0003201,1.653e-09,33830.0,3.43999e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.53,24.1906,0.0745,1979.23,3336000.0,0.1202,20424.0,70.25,281.57,-37.2897,-119.164,0.01034,6.369e-08,24150.0,1.08103e-14,29604.7,5210.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.35,26.3787,0.1192,2429.74,362400.0,0.2579,14021.0,23.96,43.11,-16.974,114.436,0.002208,8.456e-10,33780.0,3.24371e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.43,24.6105,0.1896,1727.72,147000.0,0.2673,37008.0,73.11,74.8,28.612,-142.566,0.02389,4.53e-08,33010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.85,28.6939,0.3955,2293.14,8367000.0,0.119,21174.0,31.29,241.1,-18.2723,122.824,0.0003335,4.092e-08,29570.0,3.15999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329.75,21.0168,0.0634,2304.68,631300.0,0.1069,19562.0,64.08,275.39,-5.08019,41.5724,0.008132,5.63e-08,12490.0,2.97263e-13,316992.0,123189.0,69576.2,34718.3,109270.0,83928.7,58685.7,48621.1,6356190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.4,21.7894,0.2541,1760.6,142000.0,0.281,16008.0,45.27,13.35,-49.0708,-100.91,0.00138,1.143e-09,16160.0,0.000287779,52808.8,36173.2,17134.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.19,23.5717,0.2075,2299.73,176700.0,0.1631,16035.0,59.55,152.59,32.45,-130.872,0.009382,5.304e-08,26700.0,4.8698e-10,9279.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.79,21.8312,0.0333,1711.83,1470000.0,0.1225,30508.0,63.14,165.42,35.8089,-67.4441,0.0166,1.433e-09,6390.0,139.495,243315.0,118256.0,64491.8,33480.5,188097.0,145063.0,102476.0,85665.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582890.0,1396.49,0.0
11.55,29.6861,0.0176,1173.12,646600.0,0.1294,16007.0,35.95,301.55,-52.8053,-174.314,0.005533,9.559e-09,37360.0,4.45889e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.94,24.0247,0.0281,2278.99,835800.0,0.1117,14249.0,68.55,264.45,30.4834,41.0844,0.0003115,1.448e-09,11040.0,0.00339197,92743.2,47003.9,27063.5,9702.9,0.0,0.0,0.0,0.0,171591.0,44360.9,14605.4,1857.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.17,23.056,0.1268,2060.01,161100.0,0.2173,13978.0,82.84,119.48,15.8186,137.991,0.004195,1.417e-08,17310.0,1.47629e-05,38003.6,20287.5,1513.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.52,24.7591,0.1214,2354.43,2267000.0,0.2911,13103.0,65.73,17.11,-49.6767,104.911,0.003598,8.984e-10,20380.0,0.000232049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298.27,20.5711,0.1168,2012.67,1121000.0,0.2283,23390.0,48.29,181.9,-43.2817,120.274,0.01172,3.633e-08,15350.0,3.00022e-11,323491.0,125213.0,71174.4,35078.0,126831.0,97363.6,67985.5,56255.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.3,24.8453,0.4077,4530.46,477000.0,0.1515,15273.0,31.32,287.32,64.9472,-78.775,0.002871,4.668e-10,26390.0,6.75975e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.37,23.7111,0.0367,2547.11,262400.0,0.1572,14735.0,54.53,164.42,12.6992,77.05,0.02842,4.964e-10,11430.0,0.00313859,97022.8,51202.6,29736.2,10920.8,49225.4,37275.5,25088.0,20034.8,23987000.0,4154980.0,1200780.0,173626.0,2881940.0,1666980.0,841782.0,542991.0,0.0,0.0,0.0
3.85,29.4216,0.2025,2421.57,501700.0,0.1385,18612.0,47.34,234.87,-5.60032,44.5594,0.003749,1.468e-09,40160.0,1.13899e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.95,25.3606,0.1873,2135.16,389700.0,0.2202,36312.0,50.8,36.63,-2.35982,-166.25,0.003879,1.007e-08,34390.0,1.8027e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.89,27.814,0.0196,1978.83,2396000.0,0.2094,17868.0,12.52,159.8,-21.5941,-0.4407,0.005534,4.774e-10,29740.0,8.07278e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.65,27.0886,0.1379,2746.05,824700.0,0.1505,30108.0,34.13,46.73,-18.7749,-0.9551,0.0003945,1.424e-09,35050.0,4.93135e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.07,21.9348,0.3416,1556.4,1207000.0,0.1924,20204.0,70.68,91.92,34.6006,48.5,0.001756,6.305e-09,18490.0,9.58049e-06,45795.8,27040.9,8843.35,0.0,0.0,0.0,0.0,0.0,879796.0,306443.0,29604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.81,26.5117,0.2289,1248.68,499200.0,0.2807,17847.0,73.36,228.49,-44.6304,63.532,0.008187,1.696e-08,35800.0,9.78212e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.06,27.4996,0.1737,1945.82,591500.0,0.1235,12697.0,16.76,38.25,-53.261,87.161,0.02782,3.111e-09,35960.0,2.09933e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.73,28.704,0.0234,1686.62,2352000.0,0.1814,21570.0,47.32,232.05,-19.2565,-4.0716,0.004421,5.875e-09,31520.0,2.15114e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.48,27.9053,0.0396,2433.48,2191000.0,0.1156,15450.0,42.23,292.88,-9.02772,-178.804,0.0007192,3.846e-10,28870.0,1.83705e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.23,23.8729,0.1415,2492.27,399900.0,0.2055,27629.0,51.8,175.2,-14.8728,-94.5763,0.001238,1.94e-09,20710.0,6.57156e-06,38963.2,19199.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.08,27.3109,0.3208,2330.7,8753000.0,0.1418,13893.0,57.27,342.1,-7.12863,-83.5091,0.02662,6.417e-08,23280.0,3.63563e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.4,22.0698,0.1561,2551.32,947900.0,0.1523,14235.0,25.63,228.23,-39.8015,-10.9628,0.0003349,1.014e-09,16030.0,0.00109729,62891.0,46470.8,24563.3,293.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.13,21.8578,0.0879,3190.6,157500.0,0.2097,22054.0,41.36,78.41,25.1365,-91.9296,0.005313,1.991e-09,9430.0,1.13743,224063.0,86260.5,48641.2,24384.2,55731.3,42577.1,29358.8,24014.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.66,23.5083,0.0239,3187.25,2556000.0,0.2901,30562.0,78.87,68.63,-28.312,151.263,0.0006956,5.198e-09,10260.0,0.000343818,248788.0,96063.5,54177.6,27120.6,21076.5,14893.2,7633.51,3034.63,3904570.0,66309.2,5922.21,1518.36,723.722,133.034,30.6992,4.28513,0.0,0.0,0.0
26.95,24.4587,0.3985,1945.48,1285000.0,0.1252,13146.0,71.59,190.37,-12.6919,160.965,0.00516,2.626e-08,29380.0,4.36293e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.35,24.7106,0.0394,1593.75,1136000.0,0.1888,16512.0,34.86,245.72,51.8402,14.1167,0.01362,2.346e-08,25870.0,3.64692e-07,21061.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.23,21.3497,0.2189,2740.38,254900.0,0.1813,24000.0,33.9,273.8,-15.6062,-26.1262,0.007445,3.968e-08,19050.0,7.19344e-14,110013.0,89440.5,53064.3,19787.6,47347.9,34460.6,20305.5,13407.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.78,20.9944,0.2655,3428.7,138400.0,0.2588,23160.0,86.29,282.07,-28.1111,47.3298,0.01788,8.519e-10,5940.0,33.206,183603.0,73961.1,41249.8,20974.9,91464.0,70464.7,49648.8,41411.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17117.2,2.89193,0.0
73.94,25.4506,0.0212,2635.31,2651000.0,0.2477,16552.0,51.11,107.68,26.8253,139.917,0.001796,2.113e-08,22680.0,1.48895e-06,31485.5,9793.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.47,22.3891,0.1784,1461.1,7499000.0,0.148,19427.0,27.05,244.73,-15.5698,-108.29,0.006162,1.539e-08,23200.0,1.55421e-06,45218.2,23725.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,29.5729,0.0344,3197.63,1740000.0,0.1807,35132.0,66.0,338.67,-9.05295,-122.526,0.002733,1.747e-09,33350.0,9.13835e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.43,29.3234,0.2787,1606.28,1581000.0,0.147,37570.0,39.75,147.63,22.8537,103.792,0.01063,2.691e-08,44470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.39,23.9512,0.0238,1461.04,213500.0,0.1038,13215.0,44.04,10.83,10.3845,171.573,0.0005777,5.855e-08,22390.0,2.37941e-07,48183.7,26930.5,4481.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.38,29.1964,0.1919,3115.18,810000.0,0.1653,21423.0,30.4,246.92,-46.3899,-169.464,0.0006182,4.427e-08,40860.0,9.54778e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.24,29.1977,0.3502,1934.49,150800.0,0.2165,13470.0,25.68,327.92,-13.4157,59.7465,0.001037,8.395e-09,44020.0,3.12112e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.91,20.9737,0.1708,1151.09,306200.0,0.2521,13041.0,69.69,107.3,-56.6546,112.214,0.006445,4.811e-08,17160.0,2.0417e-06,71961.3,54992.0,29855.8,6541.63,23194.5,14178.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.57,20.7208,0.1477,1940.12,510400.0,0.2574,14466.0,60.18,226.1,-11.1903,-77.8019,0.006549,4.528e-10,6150.0,23.2671,176062.0,69578.0,39364.9,19657.4,49545.2,38024.2,26533.1,21942.2,11998500.0,427816.0,118735.0,1181.29,205731.0,113021.0,51428.4,4266.96,71291.7,1165.21,0.0
12.1,29.392,0.021,2055.29,3315000.0,0.2128,23392.0,78.98,53.64,38.3344,-85.1074,0.007911,4.465e-08,32000.0,1.45077e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,29.2493,0.25,2697.64,5983000.0,0.1844,12103.0,42.99,35.31,19.8413,57.3553,0.0008838,2.275e-09,24020.0,4.51724e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.87,23.5762,0.1376,2355.83,472200.0,0.2699,17988.0,34.07,36.58,18.4572,57.6964,0.003197,9.881e-09,23730.0,2.63832e-06,27721.8,1731.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.46,26.7483,0.2673,2312.57,151100.0,0.1863,15617.0,54.59,353.15,39.0466,34.559,0.001159,3.033e-08,37200.0,1.30558e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.6,24.1346,0.0616,1197.29,3331000.0,0.1012,13517.0,34.61,165.29,3.83906,-8.241,0.001532,1.265e-09,22200.0,1.54584e-05,18576.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.42,28.6105,0.0893,1973.76,7835000.0,0.2917,25005.0,46.87,309.22,57.7841,126.744,0.02007,4.941e-08,30890.0,1.06484e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.77,25.6958,0.2147,1667.8,192200.0,0.1178,13645.0,34.21,126.65,68.2603,85.7004,0.004707,2.299e-09,32560.0,1.62893e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.94,24.7098,0.0959,2063.62,3243000.0,0.2443,19198.0,42.61,69.2,-62.9624,-74.3743,0.001931,4.706e-08,26730.0,4.26127e-11,3673.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.29,21.1817,0.3772,7111.4,4213000.0,0.2332,15194.0,73.6,63.76,23.264,-89.0223,0.002759,3.931e-09,3990.0,33.0307,123395.0,53634.7,29789.3,15394.4,24433.8,18679.4,12903.5,10572.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.98,25.0199,0.108,1640.74,6989000.0,0.1105,40794.0,54.31,318.24,68.1219,0.9982,0.01021,9.987e-10,24960.0,6.37952e-07,20852.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291.6,22.1359,0.0289,1664.88,8844000.0,0.2146,17735.0,74.19,64.69,-33.1034,93.1432,0.001372,9.353e-09,6980.0,8.08166,216086.0,87111.8,48570.2,24706.4,30384.8,23017.9,15509.7,12400.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.05,26.6441,0.1708,2139.46,1753000.0,0.2486,13482.0,22.86,179.93,16.0852,75.0202,0.009745,3.926e-10,28700.0,2.58243e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.09,24.9518,0.0266,2298.81,495600.0,0.141,18123.0,63.38,253.75,15.5419,-141.97,0.0007115,2.131e-09,15840.0,8.20798e-05,44637.3,27844.6,11460.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.46,27.6956,0.4921,2750.2,464700.0,0.1924,20013.0,19.22,150.89,29.1533,56.059,0.000719,1.458e-09,41060.0,4.31778e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,27.9908,0.2736,2015.73,988300.0,0.1988,16949.0,59.9,153.9,10.2844,-29.4261,0.004803,5.753e-08,36160.0,1.98954e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.68,28.4717,0.0168,2082.78,3576000.0,0.2767,12476.0,14.73,219.54,-56.3327,8.0801,0.0003295,2.184e-09,25130.0,1.34685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.92,29.6985,0.272,1777.56,1873000.0,0.2016,15505.0,51.87,127.75,-47.4524,70.7016,0.00774,1.88e-08,33890.0,2.34055e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.26,22.9141,0.3307,5338.74,202300.0,0.299,31104.0,58.36,328.17,1.63799,144.63,0.02069,8.923e-10,14530.0,0.000111324,64425.3,48086.6,26469.6,6809.87,41296.4,30490.3,18954.4,13716.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.92,28.203,0.3795,1991.27,2054000.0,0.2278,22230.0,76.32,135.73,-19.3692,-124.97,0.0007477,4.658e-09,34140.0,8.20541e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.26,24.2202,0.184,1990.59,353400.0,0.2556,17747.0,9.05,121.7,-9.44576,-141.54,0.005056,2.607e-09,35740.0,1.77908e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.1,23.6236,0.0387,1227.0,3379000.0,0.1701,20728.0,27.9,208.19,6.25186,17.2224,0.0005347,2.752e-09,20750.0,6.81734e-05,59432.9,39134.6,17155.5,0.0,0.0,0.0,0.0,0.0,129490.0,37492.7,1790.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.26,24.9603,0.0975,1336.2,195700.0,0.1855,19150.0,70.3,287.73,-73.7338,120.437,0.01041,2.867e-09,25070.0,8.80037e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.54,28.2166,0.0332,1456.36,1481000.0,0.2553,23391.0,58.27,334.77,-17.7229,97.1619,0.01018,7.615e-10,31930.0,8.08837e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.71,26.3966,0.2586,2989.23,4790000.0,0.2276,20156.0,49.84,190.53,46.5173,118.157,0.001368,3.133e-08,28030.0,4.06952e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.68,22.1373,0.3967,1565.69,200700.0,0.1423,23360.0,53.77,282.21,6.21481,44.9601,0.01455,9.402e-10,19620.0,2.18894e-05,41076.1,21791.4,0.0,0.0,14185.2,0.0,0.0,0.0,48218.5,14136.8,0.0,0.0,5977.83,0.0,0.0,0.0,0.0,0.0,0.0
42.71,25.0492,0.0921,1662.1,746700.0,0.1117,13655.0,82.68,313.22,-8.08143,31.2786,0.0008944,3.907e-09,22030.0,1.24315e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.71,28.0522,0.0563,2333.62,3230000.0,0.2874,22565.0,41.05,227.89,-0.675012,70.1287,0.0003399,1.384e-08,30580.0,2.13894e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.09,27.9596,0.1761,1359.22,113400.0,0.2965,24793.0,59.9,173.0,8.91206,-114.135,0.001042,1.355e-08,45870.0,6.19704e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.9,25.7931,0.2371,1937.24,3912000.0,0.2375,16160.0,17.89,52.7,4.04748,-100.232,0.0235,3.755e-09,27640.0,6.86257e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
