Diameter,HMag,Albedo,Density,Strength,Alpha,Velocity,Angle,Azimuth, Latitude,Longitude,LumEff,Ablation,Altitude,GroundE,BlastRad1,BlastRad2,BlastRad4,BlastRad10,ThermRad2,ThermRad3,ThermRad4,ThermRad6,BlastPop1,BlastPop2,BlastPop4,BlastPop10,ThermPop2,ThermPop3,ThermPop4,ThermPop6,TsuWet,TsuCas,GlobalCas
7.86,27.6473,0.2488,3141.25,480200.0,0.1894,14305.0,59.28,278.77,-29.4739,163.919,0.0004075,3.791e-09,34290.0,1.32768e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.08,26.563,0.2101,3074.03,612600.0,0.2407,31694.0,31.39,106.22,-7.26751,172.201,0.0004699,1.297e-08,40820.0,1.24053e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588.16,20.666,0.0275,3224.49,5078000.0,0.2852,18491.0,79.09,311.93,48.4899,75.1181,0.0009767,7.743e-10,0.0,10531.0,251207.0,139457.0,79812.8,43796.1,86225.4,66524.4,47039.8,39356.3,1182480.0,95967.6,33501.5,12535.3,37890.4,25277.6,14263.7,10326.2,0.0,0.0,0.0
187.34,23.46,0.0207,2195.45,5632000.0,0.2961,17912.0,64.96,284.64,56.0192,19.4592,0.002285,6.445e-08,17860.0,1.07791e-09,103528.0,84174.6,49974.8,18664.4,19148.2,9441.14,0.0,0.0,9051.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.23,27.2457,0.2124,1701.0,145400.0,0.1757,21015.0,37.65,20.79,-42.8265,72.3238,0.000615,5.072e-10,38980.0,2.17952e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.41,28.2578,0.2128,2916.34,341600.0,0.2557,21632.0,12.23,273.32,73.0676,138.337,0.02142,5.168e-08,45330.0,3.55343e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.49,29.8701,0.0471,2182.0,941500.0,0.2676,15766.0,85.29,134.61,74.2272,-80.7905,0.003996,5.221e-10,32010.0,8.99065e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.96,28.3499,0.1269,2353.91,233600.0,0.2649,12644.0,60.38,136.3,15.3075,-172.24,0.005097,2.363e-09,35420.0,1.34289e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.09,26.6282,0.3856,1874.69,475800.0,0.2022,16987.0,65.83,59.62,-20.3626,-102.798,0.006617,6.477e-08,38130.0,7.97354e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,27.2522,0.3132,7200.89,292700.0,0.1851,17612.0,11.8,236.68,-76.7536,22.4922,0.003896,9.429e-10,39830.0,5.20772e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.14,25.1788,0.4532,1817.87,3325000.0,0.2115,24769.0,36.85,102.12,20.5995,-151.566,0.0003696,1.589e-08,31940.0,1.93775e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.71,26.8683,0.0441,2083.41,299700.0,0.2857,22862.0,15.74,10.07,77.7955,109.887,0.01166,2.032e-09,38310.0,3.42807e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.83,26.7234,0.3064,1817.48,1306000.0,0.1196,15250.0,73.12,326.92,47.133,-50.0481,0.005558,1.686e-09,31870.0,2.5399e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.72,22.356,0.1014,1980.88,179200.0,0.1152,18212.0,38.67,202.22,40.1657,50.0594,0.002275,1.166e-09,14850.0,0.000964178,76428.2,59146.4,34055.3,11417.8,9719.62,0.0,0.0,0.0,3176530.0,2880010.0,1879940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.73,28.9184,0.2131,1599.95,1708000.0,0.1627,20231.0,31.18,325.15,17.7779,48.5769,0.0003021,2.674e-09,36010.0,1.21685e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.75,23.0493,0.0368,2083.17,619700.0,0.1586,14380.0,24.83,121.95,11.4017,122.086,0.00116,3.47e-09,16040.0,0.00166514,79013.6,61746.1,35218.1,11397.0,0.0,0.0,0.0,0.0,2165310.0,1183450.0,366874.0,59051.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258.09,22.7109,0.0217,1996.51,2777000.0,0.1568,16610.0,29.38,291.66,54.0334,56.5396,0.0248,7.851e-09,12480.0,0.00428255,232081.0,128257.0,75342.4,30851.3,115541.0,88787.3,62158.8,51554.6,4828960.0,2382870.0,734324.0,40448.0,2224850.0,1456320.0,443330.0,154774.0,0.0,0.0,0.0
111.06,24.2404,0.0287,1846.55,128200.0,0.2409,12377.0,10.91,92.92,14.4779,146.408,0.0129,3.621e-08,30140.0,2.09856e-06,26742.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.65,28.6914,0.1327,2327.98,914700.0,0.2616,21998.0,57.99,112.06,3.12912,153.708,0.01478,4.554e-08,38190.0,1.00515e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.15,23.807,0.2016,1402.08,168700.0,0.2805,14775.0,10.27,233.04,-34.152,140.861,0.0007174,5.498e-08,39430.0,2.71527e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.58,28.9497,0.221,2248.54,147100.0,0.187,16749.0,40.02,83.16,61.0531,-22.1582,0.006843,4.018e-08,45270.0,2.3235e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.53,24.8424,0.0981,6266.11,5464000.0,0.2369,24264.0,60.79,168.28,31.2838,-13.742,0.007039,8.943e-09,19430.0,1.80767e-06,38141.2,19142.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.93,28.6766,0.2452,1579.38,683600.0,0.2505,18455.0,29.38,295.43,-32.166,-148.242,0.01548,1.043e-08,39630.0,9.13876e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.98,25.3204,0.0862,3451.42,1262000.0,0.1943,14931.0,52.08,320.27,-18.6591,-165.809,0.004266,4.358e-10,20790.0,6.16619e-06,7124.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.68,27.5489,0.3769,2709.18,147800.0,0.1456,17103.0,62.57,297.6,-48.9173,-94.7277,0.02574,4.139e-09,37190.0,4.8997e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.17,26.102,0.1005,2152.94,227100.0,0.2282,22228.0,6.68,236.01,68.6599,115.787,0.004213,1.5e-08,43790.0,7.33608e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.34,23.1161,0.3032,6126.66,2811000.0,0.2143,22784.0,58.1,249.57,21.3699,-10.4708,0.005685,1.645e-08,18250.0,2.11816e-07,48852.0,30254.1,11834.6,0.0,0.0,0.0,0.0,0.0,266.493,104.576,16.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.18,29.0661,0.1088,2612.78,1217000.0,0.1965,24307.0,33.51,316.4,57.3089,25.236,0.003335,1.979e-09,37340.0,4.30276e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277.2,22.7063,0.0189,2007.45,179900.0,0.1995,18585.0,30.67,273.86,60.5502,140.226,0.003791,3.655e-08,18070.0,7.3885e-07,275354.0,141970.0,91850.6,36135.1,51608.4,38121.0,23734.8,17215.7,14617.1,3354.41,1281.6,195.488,401.147,217.722,84.6164,45.1174,0.0,0.0,0.0
8.85,29.2936,0.043,1731.18,1416000.0,0.1275,31643.0,68.55,258.75,4.63519,91.7837,0.02511,1.702e-09,39000.0,6.1013e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.77,25.9122,0.1601,1598.21,2807000.0,0.2447,18701.0,61.09,279.41,38.4396,93.2964,0.0006496,6.209e-10,26200.0,3.20775e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.03,22.6827,0.1322,2964.4,6973000.0,0.1572,16790.0,30.43,43.33,-50.6822,-116.2,0.009649,3.591e-08,21020.0,2.67322e-07,57402.3,36790.3,15261.5,0.0,19044.2,6086.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.52,21.0407,0.5141,2440.53,1279000.0,0.2776,20582.0,50.13,75.05,12.4042,-36.8865,0.02996,8.307e-09,16520.0,3.47688e-05,70354.0,53600.1,29212.8,6806.92,57820.8,43353.9,28343.0,21919.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.01,26.5934,0.1401,1555.62,588700.0,0.1693,20664.0,40.94,171.04,-26.1961,-24.2202,0.01575,9.337e-10,34130.0,8.61377e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2,27.5949,0.1283,1325.92,148300.0,0.1124,18827.0,60.57,46.22,-79.6765,129.184,0.01428,3.564e-08,41300.0,1.07449e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.54,22.6652,0.0658,1819.28,136900.0,0.1337,13736.0,38.36,183.66,52.3627,-101.76,0.001542,3.065e-09,14980.0,0.00096887,65270.6,48911.9,26787.1,6559.21,0.0,0.0,0.0,0.0,16904.1,9236.03,315.335,1.24745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.52,28.2107,0.1008,1447.91,9005000.0,0.2344,18091.0,51.96,315.87,32.8235,-147.171,0.02436,1.474e-09,24540.0,2.03172e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.49,22.6001,0.2475,2731.57,105600.0,0.2165,12865.0,67.43,208.2,49.9504,-82.2722,0.006044,1.192e-08,16560.0,3.23335e-05,34782.6,17675.6,0.0,0.0,0.0,0.0,0.0,0.0,5.87737,1.6924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.18,22.7617,0.3252,2165.28,7448000.0,0.2625,13808.0,84.94,222.03,-25.2054,-21.3573,0.02039,1.572e-09,14690.0,0.00502983,27139.7,11618.7,0.0,0.0,8005.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.39,20.4972,0.2884,5322.41,369300.0,0.1184,14025.0,38.09,193.27,-9.24921,-174.818,0.001449,5.218e-09,6210.0,25.7726,187149.0,74621.3,41833.3,21131.5,25339.1,19146.2,12806.5,10160.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.3,1.48459,0.0
172.15,20.1854,0.5002,1430.54,671100.0,0.1554,23062.0,60.1,46.37,-66.6811,91.279,0.0049,1.189e-08,17410.0,6.27422e-06,97038.5,78707.6,46365.3,16967.5,31080.4,21267.5,8637.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.63,22.4386,0.1637,2449.82,244600.0,0.15,15325.0,48.6,19.21,59.3306,25.3147,0.00585,8.567e-10,14060.0,0.000544519,54513.2,38790.9,20226.1,0.0,12836.3,4250.04,0.0,0.0,676622.0,552901.0,54140.5,0.0,11102.4,6110.24,0.0,0.0,0.0,0.0,0.0
86.39,23.2711,0.1158,2676.5,210800.0,0.242,15711.0,37.33,56.6,41.4516,169.669,0.02799,3.658e-09,18280.0,8.76904e-05,42695.1,24184.2,6129.79,0.0,28558.1,18713.6,2832.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.51,24.5934,0.1415,1802.47,1209000.0,0.2125,17571.0,48.58,247.23,33.2562,57.2114,0.003566,1.726e-09,24100.0,1.63814e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,27.6537,0.6369,1929.06,7636000.0,0.252,16011.0,43.3,11.81,10.7114,19.3658,0.01703,1.71e-09,25760.0,5.88042e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.61,22.1557,0.0637,1876.12,160300.0,0.1076,15557.0,46.07,80.91,26.3357,12.8235,0.005139,5.39e-08,18840.0,1.5589e-07,90741.2,72669.3,41294.9,13253.5,28658.6,18579.9,0.0,0.0,56702.6,41626.7,14922.9,1536.83,7174.67,3015.86,0.0,0.0,0.0,0.0,0.0
223.09,22.451,0.037,2428.59,647300.0,0.1939,15841.0,49.04,66.63,-32.0848,130.729,0.0043,6.782e-09,9120.0,0.685011,197197.0,75323.1,42443.2,21352.6,41066.7,31147.9,21059.6,16896.8,646.069,31.5781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.74,22.498,0.0352,1984.18,1641000.0,0.1169,14381.0,61.08,157.57,-51.4042,-3.7643,0.02489,1.567e-08,10180.0,0.00378402,184453.0,102829.0,65558.1,26050.9,85542.3,65678.8,45880.6,37979.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.89,24.4244,0.0547,1394.51,2399000.0,0.2748,17864.0,63.67,86.23,54.7478,151.577,0.001776,6.679e-09,22830.0,6.45872e-06,24056.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.01,21.9455,0.0559,1819.8,177600.0,0.2171,21033.0,38.55,79.36,43.2233,106.425,0.0008658,7.382e-09,14390.0,0.0007135,242504.0,132294.0,87274.3,34110.9,16513.4,8860.14,0.0,0.0,385001.0,30964.6,15351.7,1682.52,331.23,71.6675,0.0,0.0,0.0,0.0,0.0
233.16,20.8058,0.154,2622.67,1722000.0,0.1231,19383.0,25.7,37.85,20.1719,19.6977,0.0009133,6.067e-10,10720.0,0.112636,239722.0,91564.9,51623.6,25970.5,22616.1,16060.6,8456.47,3947.51,86103.7,10709.2,3219.48,636.582,439.31,203.618,55.9543,12.5241,0.0,0.0,0.0
3.12,29.3865,0.318,3414.01,1035000.0,0.1827,15153.0,34.33,3.84,-0.421461,72.4866,0.007706,3.006e-09,35070.0,1.12668e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.64,23.978,0.2163,1530.31,2784000.0,0.2499,29924.0,55.39,207.33,15.6336,-110.485,0.02583,8.85e-09,30180.0,3.18312e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.98,23.4792,0.0386,1764.0,671400.0,0.1519,12853.0,53.38,7.51,76.1061,103.227,0.002489,1.812e-08,16070.0,6.27449e-05,53932.5,37409.8,18041.2,0.0,0.0,0.0,0.0,0.0,463.132,220.008,54.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.89,20.7252,0.396,1749.07,9234000.0,0.1799,18205.0,44.1,49.26,-31.2361,58.3496,0.01061,1.257e-08,18390.0,0.000303286,75583.8,58095.9,31412.5,6279.03,35178.4,24489.4,11435.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.65,26.7485,0.1636,2789.93,107900.0,0.2819,29309.0,58.16,66.2,23.8351,-132.873,0.009686,6.329e-08,38040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.25,29.755,0.0419,1855.06,267400.0,0.1618,22413.0,41.43,180.34,12.8032,103.49,0.001371,1.022e-08,44240.0,9.85472e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.01,22.7621,0.0959,2655.89,7303000.0,0.1091,21653.0,49.83,202.09,-38.9494,-70.2615,0.01406,8.599e-09,14750.0,3.71472e-05,81371.9,63594.1,37192.2,13320.6,44834.4,33293.2,21105.4,15701.5,85418.4,41662.7,17727.6,3405.3,22676.3,14383.3,7470.52,4381.61,0.0,0.0,0.0
74.19,24.7703,0.0395,2045.41,3474000.0,0.2259,20215.0,56.65,68.69,51.7729,38.6285,0.02994,3.234e-08,24980.0,5.79347e-09,31341.2,7105.38,0.0,0.0,19963.1,0.0,0.0,0.0,93392.5,6859.71,0.0,0.0,43370.6,0.0,0.0,0.0,0.0,0.0,0.0
45.65,23.57,0.3149,2626.62,8393000.0,0.2952,15297.0,59.31,176.91,-0.43711,85.6372,0.0004353,2.689e-08,18380.0,2.47937e-05,15555.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.04,29.0676,0.2544,2031.87,3739000.0,0.2186,15669.0,30.81,134.15,-58.246,51.9232,0.0009914,9.183e-10,29920.0,8.07693e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.13,22.7408,0.199,2440.72,573000.0,0.1997,13471.0,35.07,86.77,9.21813,56.6924,0.01292,2.622e-08,22020.0,2.08271e-06,30642.9,9387.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.46,26.8903,0.0355,1934.47,116600.0,0.1595,12454.0,41.7,295.34,-61.3631,58.3065,0.0006089,1.057e-08,29370.0,2.86307e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.13,25.841,0.4058,2025.12,414900.0,0.2636,14163.0,45.36,112.6,27.551,111.01,0.01646,4.482e-10,33070.0,8.56312e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.96,27.6639,0.1525,1935.98,194400.0,0.1885,14094.0,27.86,242.24,-27.8339,22.1629,0.001694,4.715e-09,39770.0,1.43336e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.29,22.0321,0.3634,3104.66,527300.0,0.286,17549.0,43.36,41.18,9.86405,-153.629,0.0006621,7.471e-09,17710.0,3.96052e-05,49632.5,31511.7,13153.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.53,28.2756,0.0408,1485.71,1659000.0,0.2474,17050.0,47.53,218.2,10.7298,-8.9861,0.0003598,1.988e-09,30020.0,5.93217e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.87,24.8157,0.1189,1139.0,175700.0,0.2426,22285.0,13.1,135.28,6.36493,65.4252,0.0003701,4.211e-08,44360.0,5.88587e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.33,26.0979,0.1175,2765.41,6749000.0,0.2827,18854.0,34.45,195.12,6.28236,128.715,0.01225,1.716e-08,24460.0,1.69111e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277.49,22.7693,0.0178,2851.25,7800000.0,0.128,37341.0,49.9,267.59,-21.4263,46.092,0.00651,4.336e-08,16980.0,0.0,438505.0,170793.0,96575.2,48138.6,147561.0,113332.0,79233.5,65635.9,19538600.0,3030570.0,583686.0,86551.3,2234020.0,1239120.0,321908.0,185026.0,0.0,0.0,0.0
127.04,23.3008,0.0521,2048.19,6121000.0,0.1444,15497.0,55.63,84.61,-24.2554,30.9792,0.008491,3.28e-09,12190.0,0.000709087,75256.6,47917.6,27542.1,9284.7,23805.4,16648.5,8018.02,650.592,805565.0,328926.0,10109.6,333.395,6429.21,4316.34,151.564,0.636224,0.0,0.0,0.0
10.81,28.2736,0.0738,1226.64,402800.0,0.1292,14163.0,78.17,183.48,56.2161,87.8875,0.002926,1.715e-09,36830.0,1.63671e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.08,20.7939,0.1342,1791.21,4876000.0,0.1644,32492.0,55.07,6.45,-39.5428,93.4466,0.001082,2.809e-08,17600.0,4.26638e-14,336915.0,177638.0,97141.4,41870.8,35038.0,24604.3,12157.5,3245.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230.13,20.0404,0.3199,2542.4,286900.0,0.1177,12336.0,83.93,273.77,-70.0892,170.188,0.02746,2.311e-09,4300.0,43.0303,142377.0,60205.0,33135.0,17080.8,91353.7,70427.8,49707.1,41521.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.1,20.7958,0.4304,2468.96,1961000.0,0.1711,13567.0,30.83,122.66,41.7647,140.655,0.0004361,1.618e-09,13970.0,0.00173427,67561.5,50764.0,28672.6,8863.22,0.0,0.0,0.0,0.0,554425.0,399914.0,257448.0,19550.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.13,29.0133,0.2553,1642.69,122100.0,0.131,19551.0,45.08,207.83,-5.15111,4.892,0.01832,1.79e-08,48690.0,2.52951e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.42,27.8504,0.1794,1542.21,488000.0,0.2299,11819.0,19.62,43.75,-7.95285,-81.417,0.009852,4.845e-08,37310.0,8.20704e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.66,29.1244,0.1231,3235.51,7801000.0,0.2683,21372.0,44.83,312.43,72.1233,125.196,0.004723,3.839e-09,27300.0,1.01654e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.06,26.5008,0.3033,2100.53,983200.0,0.2184,22013.0,73.55,358.18,2.4538,133.512,0.009216,3.996e-10,33430.0,4.75605e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.31,28.708,0.2051,2937.97,361100.0,0.1385,23800.0,31.41,181.92,9.57855,62.1705,0.007287,1.793e-08,44900.0,4.91539e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310.33,21.9991,0.029,2783.29,1142000.0,0.2423,17852.0,49.05,164.13,6.33138,75.3341,0.000352,5.734e-10,3090.0,369.061,152596.0,82780.7,46368.5,24253.4,21035.2,16109.5,11179.6,9199.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10781300.0,363987.0,0.0
89.68,22.4282,0.2336,2226.3,7605000.0,0.1307,27988.0,39.07,51.87,68.3349,4.908,0.006555,9.841e-09,21220.0,4.48655e-07,62617.5,42085.8,19016.4,0.0,14612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.35,22.4412,0.0956,2510.34,5875000.0,0.1031,18766.0,75.59,303.75,-0.073226,120.175,0.001068,5.084e-09,10230.0,0.00715786,149475.0,78877.7,50548.3,19281.2,8952.16,2311.61,0.0,0.0,1604420.0,406882.0,180671.0,12055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.28,25.4093,0.2225,2300.31,785500.0,0.2748,13899.0,27.29,154.44,46.6229,-145.124,0.004297,4.431e-10,29340.0,7.20349e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407.3,22.2029,0.0139,2121.28,449400.0,0.1026,38630.0,14.59,356.93,-22.4272,-58.361,0.001471,1.52e-08,17950.0,1.48495e-13,552494.0,222137.0,123989.0,62981.1,102175.0,77998.2,53672.7,43816.3,11797100.0,474810.0,101078.0,13085.9,50047.4,22300.8,7268.45,4173.4,0.0,0.0,0.0
4.82,28.9125,0.2062,1928.43,1382000.0,0.2508,13001.0,36.21,110.43,35.3957,148.817,0.006263,1.641e-08,32510.0,6.6877e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.55,29.2949,0.2675,2095.83,166000.0,0.1865,21019.0,60.28,176.87,-27.6516,-100.23,0.02377,1.088e-09,45000.0,7.3706e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.72,27.6006,0.0991,3289.2,357600.0,0.2568,11931.0,76.39,131.83,70.4447,29.6538,0.01362,8.467e-10,30470.0,9.32958e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
